 PULSETRF
 PROSIM
           1
           1
                                                                 
 +
   287.5000    
   26.37795    
   1.000000       99.99990             100
   5220.473       5.220473               1
  2048    26   551    0.4882812500E-03
           0
  0.0000000E+00
           1
           1
           1
           0
           0
  0.0000000E+00
  0.0000000E+00
  0.0000000E+00
  0.0000000E+00
  0.0000000E+00
  2.4054672E-05  4.6917967E-06
  4.8057791E-05  9.3761910E-06
  7.1957787E-05  1.4045779E-05
  9.5703152E-05  1.8693150E-05
  1.1924245E-04  2.3310904E-05
  1.4252448E-04  2.7891656E-05
  1.6549836E-04  3.2428070E-05
  1.8811354E-04  3.6912836E-05
  2.1031995E-04  4.1338717E-05
  2.3206808E-04  4.5698536E-05
  2.5330906E-04  4.9985199E-05
  2.7399472E-04  5.4191707E-05
  2.9407773E-04  5.8311169E-05
  3.1351161E-04  6.2336803E-05
  3.3225087E-04  6.6261950E-05
  3.5025110E-04  7.0080110E-05
  3.6746901E-04  7.3784926E-05
  3.8386244E-04  7.7370183E-05
  3.9939064E-04  8.0829850E-05
  4.1401415E-04  8.4158106E-05
  4.2769505E-04  8.7349283E-05
  4.4039681E-04  9.0397938E-05
  4.5208453E-04  9.3298833E-05
  4.6272506E-04  9.6046977E-05
  4.7228683E-04  9.8637582E-05
  4.8074019E-04  1.0106611E-04
  4.8805721E-04  1.0332829E-04
  4.9421185E-04  1.0542008E-04
  4.9918023E-04  1.0733773E-04
  5.0294027E-04  1.0907775E-04
  5.0547218E-04  1.1063695E-04
  5.0675799E-04  1.1201241E-04
  5.0678209E-04  1.1320151E-04
  5.0553103E-04  1.1420192E-04
  5.0299370E-04  1.1501165E-04
  4.9916096E-04  1.1562898E-04
  4.9402629E-04  1.1605252E-04
  4.8758520E-04  1.1628120E-04
  4.7983584E-04  1.1631429E-04
  4.7077861E-04  1.1615136E-04
  4.6041617E-04  1.1579229E-04
  4.4875371E-04  1.1523735E-04
  4.3579872E-04  1.1448708E-04
  4.2156124E-04  1.1354239E-04
  4.0605367E-04  1.1240450E-04
  3.8929048E-04  1.1107496E-04
  3.7128909E-04  1.0955567E-04
  3.5206878E-04  1.0784883E-04
  3.3165156E-04  1.0595699E-04
  3.1006147E-04  1.0388302E-04
  2.8732498E-04  1.0163007E-04
  2.6347107E-04  9.9201687E-05
  2.3853040E-04  9.6601645E-05
  2.1253630E-04  9.3834060E-05
  1.8552414E-04  9.0903370E-05
  1.5753142E-04  8.7814282E-05
  1.2859750E-04  8.4571780E-05
  9.8763943E-05  8.1181148E-05
  6.8074260E-05  7.7647943E-05
  3.6573674E-05  7.3977986E-05
  4.3094301E-06  7.0177332E-05
 -2.8669690E-05  6.6252309E-05
 -6.2313120E-05  6.2209474E-05
 -9.6568576E-05  5.8055619E-05
 -1.3138269E-04  5.3797696E-05
 -1.6669981E-04  4.9442981E-05
 -2.0246414E-04  4.4998793E-05
 -2.3861782E-04  4.0472725E-05
 -2.7510186E-04  3.5872526E-05
 -3.1185651E-04  3.1206095E-05
 -3.4882087E-04  2.6481463E-05
 -3.8593326E-04  2.1706797E-05
 -4.2313081E-04  1.6890417E-05
 -4.6035112E-04  1.2040629E-05
 -4.9753004E-04  7.1659379E-06
 -5.3460349E-04  2.2748832E-06
 -5.7150720E-04 -2.6239418E-06
 -6.0817634E-04 -7.5218982E-06
 -6.4454623E-04 -1.2410324E-05
 -6.8055204E-04 -1.7280545E-05
 -7.1612891E-04 -2.2123853E-05
 -7.5121300E-04 -2.6931673E-05
 -7.8573992E-04 -3.1695352E-05
 -8.1964623E-04 -3.6406331E-05
 -8.5286883E-04 -4.1056104E-05
 -8.8534551E-04 -4.5636265E-05
 -9.1701490E-04 -5.0138504E-05
 -9.4781612E-04 -5.4554570E-05
 -9.7769010E-04 -5.8876467E-05
 -1.0065786E-03 -6.3096224E-05
 -1.0344242E-03 -6.7206071E-05
 -1.0611714E-03 -7.1198418E-05
 -1.0867660E-03 -7.5065858E-05
 -1.1111555E-03 -7.8801182E-05
 -1.1342888E-03 -8.2397390E-05
 -1.1561171E-03 -8.5847714E-05
 -1.1765929E-03 -8.9145680E-05
 -1.1956714E-03 -9.2285016E-05
 -1.2133092E-03 -9.5259726E-05
 -1.2294656E-03 -9.8064113E-05
  4.2099123E-06  2.9037859E-05
  8.4248040E-06  5.8022288E-05
  1.2649639E-05  8.6899825E-05
  1.6889322E-05  1.1561697E-04
  2.1148724E-05  1.4412035E-04
  2.5432615E-05  1.7235673E-04
  2.9745726E-05  2.0027318E-04
  3.4092667E-05  2.2781710E-04
  3.8477989E-05  2.5493637E-04
  4.2906104E-05  2.8157930E-04
  4.7381320E-05  3.0769495E-04
  5.1907820E-05  3.3323298E-04
  5.6489633E-05  3.5814394E-04
  6.1130690E-05  3.8237910E-04
  6.5834676E-05  4.0589093E-04
  7.0605216E-05  4.2863272E-04
  7.5445671E-05  4.5055911E-04
  8.0359256E-05  4.7162577E-04
  8.5348984E-05  4.9178966E-04
  9.0417700E-05  5.1100930E-04
  9.5567942E-05  5.2924460E-04
  1.0080213E-04  5.4645690E-04
  1.0612244E-04  5.6260912E-04
  1.1153071E-04  5.7766616E-04
  1.1702867E-04  5.9159426E-04
  1.2261774E-04  6.0436176E-04
  1.2829901E-04  6.1593880E-04
  1.3407347E-04  6.2629732E-04
  1.3994168E-04  6.3541153E-04
  1.4590404E-04  6.4325740E-04
  1.5196057E-04  6.4981327E-04
  1.5811106E-04  6.5505947E-04
  1.6435502E-04  6.5897859E-04
  1.7069164E-04  6.6155544E-04
  1.7711983E-04  6.6277722E-04
  1.8363817E-04  6.6263328E-04
  1.9024497E-04  6.6111539E-04
  1.9693818E-04  6.5821782E-04
  2.0371556E-04  6.5393711E-04
  2.1057444E-04  6.4827228E-04
  2.1751187E-04  6.4122479E-04
